content,stance
Ta com medinho agora ja ferrou com muota gente não adianta mais,Negativo
Ele é uma vergonha sem precedentes,Negativo
vergonha é ser roubado.,Positivo
também! Lula na cadeia e Bolsonaro num manicômio,Neutro
Não é vergonha . O mais certo é a recomendação dos médicos mesmo lá fora barrando os remédios,Neutro
mesmo com todo apoio médio tá passando mal com a bosta da cloroquina kkkkkkkkkkkkkkkkkkkkkkkkkk,Negativo
Olha presidente com muitas pessoas deu certo a cloroquina não esquenta gente inútil enche o saco mesmo,Positivo
fonte: cabecinha perturbada,Negativo
a sua só se for,Neutro
Fontes: “vozes da minha cabeça” nem sempre tão lúcida.,Neutro
amei vc !!!!,Neutro
Ou é fake ou essa criatura é louco.,Neutro
Ele n eh médico kkkk ...tá certo ele ueh !!!,Positivo
O povo meficre meu Deus não tem o que fazer,Neutro
"Ele tomou, minutos famosos tomaram, conheço muita gente q tomou. ELE É A FAVOR DO USO. QUEM RECOMENDA É O MÉDICO.",Positivo
Vcs tem cérebro?,Neutro
Não recomenda mais a cloroquina. Nenhuma descrição de foto disponível.,Neutro
"Claro que não, ele não é médico  🤷‍♂️ quem prescreve é o médico. Só distorceram as palavras dele.",Positivo
"o médico receita, recomendar qualquer um pode recomendar, não pode receitar",Positivo
"foi oq ele disse, pena que as mulas distorcem oq ele diz  🤦‍♀️  🤦‍♀️",Positivo
"Mas ele distorce a ciência o tempo todo! Normal tomar uma invertida! Viu o videozinho dele tomando a terceira dose? Então ele tem q incentivar a tomar, pois HCQ pra dar com pau no Brasil, pra 18 anos!! Kkkkk",Negativo
"até cientistas contestam estudos uns dos outros, imagine a gente, mero mortal!  🤷‍♂️  🤣 Já estudei essa área e sei oq estou dizendo",Positivo
por isto q existe uma situação que se chama metanálise! A metanálise diz qual o melhor caminho a seguir!,Negativo
"exatamente, porém o que não serviu pra um país, não quer dizer que não vai servir pra outro. Clima diferente, vírus sofreu várias mutações até chegar aqui e etc. Minha cidade de 400 mil habitantes deu parecer favorável, pq aqui funcionou, algumas regiões de RJ onde não usaram, tiveram mortalidade de até 12%.",Positivo
pq vc acha q o Einstein proibido o uso off label da HCQ?,Negativo
e pq não divulgou o tratamento dos pacientes do alto escalão?  🤷‍♂️,Positivo
