"meus títulos dizem o contrário, mas você é quem sabe. Tem toda a razão. Diplomada em que universidade para eu saber e ter cuidado.",Negativo
PHD em farmacológica,Neutro
", não entendi, você tem PhD em Farmacologia? Eu também. É um dos meus títulos. Trabalhei o NIH, Bethesda, no MRC em Cambridge e no Verhaltenbiologie, Münster. Sou docente da USP.",Negativo
nao Ela ... ela tem PHD em farmacologia pra saber tanto assim Sou da saude tb ... sou farmacêutica,Positivo
"ah, deve ser. Incrível, vai matar muita gente.",Negativo
Uai. Minha tia usa e não tá nem cega e nem cardiopata. Cada um tem seus efeitos gente. Salvará muito mais que prejudicara,Positivo
"você é epidemiologista, não é? Lógico que não mata todo mundo porque se matasse seria veneno e não remédio, mas não está escrito na testa por isso não pode ser como automedicações ou sem supervisão médica cuidadosa, Deu para entender??",Negativo
sou da Enfermagem amiga. quero vidas salvas,Positivo
"que bom, então entendeu o que eu falei, né? Sou docente da USP e tenho doutorado em farmacologia, mestrado em fisiologia e especialização em imunologia. Sejamos responsáveis.",Negativo
que louca você!,Negativo
louca e irresponsável.,Negativo
Minha prima usa a 12 anos pra lúpus e não teve nada,Positivo
", sim, por isso é remédio, mas quando usado de maneira indiscriminada vai atingir e lesar pessoas saudáveis. Você não deve saber, mas a sua prima é examinada com cuidado. E leia as outras nsg, não é difícil entender.",Negativo
é perda de tempo discutir c ignorantes. A lavagem cerebral foi feita c sucesso. Ninguém se pergunta qual seria o interesse do ministério da saúde em esconder a suposta cura de um medicamento? O fanatismo não deixa.,Negativo
"mas o remédio só pode ser vendido com receita médica, tanto que nem nas farmácias tem mais, o governo retirou.",Neutro
"Prova da receita que o CANALHA criminoso tomou o remédio e negou Vamos exigir a cassação junto ao CRME foi ele mesmo que assinou a receita também. Sou enfermeira e o tratamento esta dando certo sim. A imagem pode conter: texto que diz ""1 David E. Uip CRM25876 2/2 Prot Midica.da RECEITA DE CONTROLE ESPECIAL deMedioinaA Prof. Dr. David Everson Ulp Gabriel Menteiro Silva, América aulo CEP: 01441- -CRM 25876 Paciente: Dr. David Uip Endereço: Avenida Barão de Monte Mor, Liso inteme Difosfato cloroquina mg Tomar capsula pela manha, durante 30 dias. 30 capsulas. São Paulo, 13/03/2020 Prot David EversonL Uip""",Neutro
"verdade, eu não perderei mais meu tempo precioso com a turminha da esquerda.",Neutro
"do feito que você fala você não entende de nada, deu pra sacar",Positivo
fake igual a certidão de óbito do primo do mecânico q teve um pneu estourado na cara . Kkkkk,Negativo
"verdade. Você é que é muito culta. Siga em frente, irá longe, fofa.",Negativo
", você não lê a literatura científica internacional, não é?  😷 Converso com você somente pelos outros, que fiquem atentos, você sabe tudo, não precisa mesmo do que tenho a ensinar.",Negativo
", triste, não é?",Neutro
", pois é, uma medida muito importante.",Neutro
"difícil, viu. Vamos em frente, com calma, carinho e união a favor do conhecimento.  🌷",Neutro
Mas em dose altas não? Tomo a tempos e não tive nada,Positivo
cadê a fonte mostrando ele confirmando as informações?,Negativo
", que ótimo Jessy. Todo medicamento tem efeitos colaterais. É por isso que a presença do médico é importante, Ele tem conhecimentos para dizer sobre as condições de saúde gerais quando o medicamento é usado.O que não pode é a automedicação. Com relação ao convid-16 ainda não há sustentação para o uso por isso considero que a segurança do uso deve ser considerada e o uso deve ser somente em situação de muita gravidade.",Negativo
isso que é Ruim. Pois nas farmácias aqui perto não encontro mais esse medicamento . Tá foda . Povo comprando e pode usar de forma incorreta e até ter coisas piores .,Negativo
"sim, por isso me meto nas conversas. Temos que aprender a respeitar as recomendações. Aproveito e mando um voto de saúde para você também. Força e tocar para a frente.  🤗",Neutro
obrigada. Graças a deus faço o uso do cannabidiol e tem sido melhor que o quina no tratamento da lúpus e sem efeitos colaterais. Mas como não posso deixar o remédio de uma vez só. Eu estava fazendo o desmame . Mas por falta nas farmácias vou ter que parar de uma vez por todas  😑,Neutro
"Sim, sempre escutando o seu médico. Abraços.",Neutro
Esse médico acaba com seus argumentos https://youtu.be/zer6omW0vnU COVID-19: More Great News YOUTUBE.COM COVID-19: More Great News COVID-19: More Great News,Positivo
"ah, é um Premio Nobel, né? Dr por dr está falando com uma que é bem informada. Aff.",Negativo
"dureza não saber diferenciar dado confiável do não confiável, hein ...  😳",Negativo
"eu confio nesse médico mais que qualquer outro cientista, vc nem tem noção da importância dele",Positivo
"Para mim chega. Toma, querido. Um país sem beira nem eira, toma, querido.",Negativo
"ah, tenho, sim. Você é tonto, querido. Nem faz ideia do que seja ciência. Tem diploma de que?",Negativo
"tonto? Kkkkkk sou formado em Direito e passei numa prova aplicada pela marinha, dou assistência a navios, vc nem tem noção do que significa isso. Além de ser mal caráter, por ficar ofendendo quem nem conhece.",Positivo
"Aposto que não compreende nenhuma palavra de inglês, por isso não entende o vídeo",Positivo
"quem não tem noção é você. Sabe onde estudei? Os diplomaS que tenho? Mestrado? Doutorado? Guest worker at NIH? Visiting scientist at the Medical Research Centre in Cambridge? Universität Münster? E perdendo meu tempo aqui com um bacharel e milico. Faço por pena, mas nem isso você vale.",Negativo
