Depois da.pressao popular mudou o discurso..,Negativo
"Não conhecemos os riscos mesmo... Esse remédio está dando certo agora? Ótimo, e depois? Alguma sequela? É compatível a qualquer humano? Enfim... Errado ele não está...",Neutro
"pode causar cegueira ou outras coisas , muito arriscado.",Negativo
"eu não tinha essa informação... Eu tô até fazendo errado, comentando sem pesquisar. Valeu pela informação",Neutro
estão falando q ele mata o mesmo tanto q o corona.. ou talvez seja mais um deixa de curar,Negativo
"ele causa problemas no coração também. Na verdade o Mandetta disse na coletiva que o uso pode ser feito em qualquer estágio da doença, mas não há comprovação científica da sua eficácia, os primeiros resultados das pesquisas que estão sendo feitas com 5.000 pacientes irão começar a sair a partir do dia 20. No entanto, as doses aplicadas podem causar sequelas graves porque como não há estudos sobre, não tem como saber a dose que é necessária e se é eficaz.",Negativo
eu juro que não parei pra ler sobre. Valeu todo mundo pelas informações,Neutro
Esse comprimido é mais barato que o Dorflex.,Positivo
mas vc entende que existem mil diferenças pra uma pessoa que toma regularmente e outra que não?,Neutro
"A imagem pode conter: texto que diz ""21:35 4 Selecionar Tópicos Bula Quais cuidados devo ter ao usar o Difosfato de Cloroquina? Advertências A cloroquina é um fármaco que apresenta estreita margem de segurança uma dose única mg/Kg pode ser fatal. Os pacientes que recebem tratamento com cloroquina em altas doses em longo prazo, devem ser submetidos às avaliações oftalmológicas e neurológicas cada 3 6 meses. A dose pode ser ajustada insuficiência renal. Não utilize o difosfato de cloroquina se tiver conhecimento de II""",Neutro
", claro que entendo. E se se uma pessoa frágil pelo lúpus (conheço várias) aguentam por que não pessoas que não portam doença autoimune? Sou totalmente contra a automedicação, mas se o médico sabe o protocolo da quantidade certa, por que não arriscar? Melhor arriscar do que bater com as dez.",Positivo
"Todas as bulas se vc ler ninguem toma remedio da ate medo ,então eu prefiro tomar ja no começo do que morrer",Positivo
"tbm conheço pessoas q fazem uso, mais totalmente obrigados pelo lupus, porém faz mal sim, minha sogra mesmo teve efeitos colaterais q mudou completamente ela, até a cor da pele, toma obrigada pq o risco de vida dela é MT grande, porém não acho q deviam da esse medicamento se pode existir outras saídas, continuo achando justo darem esse medicamentos realmente somente quando não tem saída, igual é para lupus.",Negativo
